acc_is,acc_ml,acc_pa,gyr_is,gyr_ml,gyr_pa
-9.693792506,-0.498699787,0.135504843,-2.326208648,2.967921379,-0.916732472
-9.660216211,-0.489888052,0.132384478,-1.993893127,2.647065014,-0.813600069
-9.61526738,-0.476163666,0.097764204,-1.535526891,2.188698777,-0.561498639
-9.628030877,-0.467644073,0.14445274,-0.882355005,1.879301568,-0.355233833
-9.63997259,-0.488724292,0.197473338,-0.320856365,1.478231111,-0.595876107
-9.672276625,-0.479363001,0.172837387,-0.034377468,1.363639552,-0.297938053
-9.65838282,-0.492801132,0.160201224,0.080214091,1.214670526,-0.25210143
-9.670963459,-0.453946763,0.168733962,0.148969027,1.065701499,-0.320856365
-9.711500831,-0.436153679,0.162645484,0.378152145,0.790681757,-0.160428183
-9.672877782,-0.477741114,0.100249469,0.492743704,0.847977537,0.435447924
-9.639192989,-0.445335937,0.067095691,0.538580327,0.653171886,0.366692989
-9.654793243,-0.451208988,0.137957343,0.847977537,0.492743704,0.423988768
-9.633555476,-0.473772086,0.168656071,0.401070457,0.206264806,0.653171886
-9.642338271,-0.493613596,0.108709319,0.263560586,0.332315521,0.882355005
-9.642570278,-0.488003649,0.106921446,0.137509871,-0.034377468,0.50420286
-9.62611724,-0.516875362,0.071030777,0.366692989,-0.114591559,0.802140913
-9.64761458,-0.516297161,0.081474208,0.721926822,-0.44690708,0.836518381
-9.644295464,-0.56814046,0.061644176,0.721926822,-0.75630429,0.928191628
-9.630281291,-0.567756693,0.033280523,0.641712731,-0.985487408,0.710467666
-9.675517947,-0.564326823,0.073470916,0.733385978,-0.916732472,0.687549354
-9.62440304,-0.573588149,0.061042823,0.859436693,-1.077160655,1.054242343
-9.648283523,-0.542138859,0.046934277,0.928191628,-1.226129682,1.157374746
-9.683823976,-0.589684201,0.065327733,0.847977537,-0.69900851,1.260507149
-9.611000422,-0.586606118,0.069792951,0.389611301,-0.916732472,1.524067735
-9.614200444,-0.606806085,0.034753593,0.50420286,-0.996946564,1.546986047
-9.607267325,-0.617322503,0.055947117,-0.045836624,-0.916732472,1.615740982
-9.667431957,-0.634152146,0.060433622,-0.435447924,-1.065701499,1.615740982
-9.672165282,-0.631167454,0.044049745,-0.95110994,-1.363639552,1.363639552
-9.638151167,-0.634856014,0.093491556,-1.122997278,-1.546986047,1.065701499
-9.620327672,-0.640097497,0.111151813,-1.054242343,-1.363639552,1.249047993
-9.655345841,-0.617646331,0.135314627,-1.134456434,-1.39801702,1.168833902
-9.660560738,-0.61814154,0.121681474,-0.928191628,-1.524067735,1.489690267
-9.624965742,-0.642361841,0.113788544,-0.813600069,-1.340721241,1.581363515
-9.610608317,-0.616611768,0.13402216,-0.916732472,-1.180293058,1.867842412
-9.583955233,-0.605534414,0.187892401,-0.985487408,-1.111538123,1.867842412
-9.585524147,-0.608287493,0.206902808,-1.122997278,-0.75630429,2.005352283
-9.487867362,-0.58807595,0.243236694,-1.031324031,-0.527121172,1.718873385
-9.515726683,-0.637679528,0.220771303,-0.859436693,0.286478898,1.707414229
-9.530995458,-0.641732824,0.169494924,-0.89381416,0.389611301,1.764710009
-9.608625029,-0.640982948,0.169682981,-0.928191628,0.206264806,1.684495918
-9.627142777,-0.630937213,0.142575205,-0.69900851,0.137509871,1.90221988
-9.618621615,-0.620411574,0.139859797,-1.14591559,-0.595876107,2.108484686
-9.60113372,-0.601472093,0.117555388,-1.134456434,-0.515662016,2.016811439
-9.566940769,-0.593556208,0.167524879,-1.386557864,-0.114591559,1.822005789
-9.62459669,-0.607818771,0.145137282,-1.478231111,0.011459156,1.363639552
-9.563088873,-0.630318595,0.111077551,-1.466771956,-0.19480565,1.352180397
-9.641028146,-0.591635999,0.19580966,-1.306343773,-0.05729578,1.741791697
-9.605623561,-0.606449687,0.169358859,-1.409476176,-0.229183118,1.59282267
-9.597675794,-0.622288031,0.137145272,-1.420935332,-0.240642274,1.352180397
-9.580477981,-0.60147847,0.088215836,-1.14591559,-0.25210143,1.546986047
-9.587778681,-0.594816205,0.144329134,-1.134456434,-0.297938053,1.661577606
-9.550450454,-0.602380794,0.115963029,-1.443853644,-0.183346494,1.776169165
-9.560231318,-0.573407449,0.164112177,-1.237588837,2.60E-16,1.501149423
-9.530953275,-0.575691217,0.131159013,-1.077160655,-0.080214091,1.546986047
-9.543454844,-0.595914827,0.115296636,-0.710467666,0.275019742,1.340721241
-9.571833899,-0.634211497,0.135517792,-0.69900851,0.05729578,1.340721241
-9.590282291,-0.650898307,0.142240585,-0.458366236,-0.080214091,1.386557864
-9.599712153,-0.621435542,0.10505686,-0.171887339,-0.05729578,1.077160655
-9.587154372,-0.61392893,0.135779131,-0.206264806,-0.022918312,1.271966305
-9.532819922,-0.642365177,0.132006009,-0.435447924,-0.011459156,1.363639552
-9.599703128,-0.631684637,0.05718406,-0.492743704,0.137509871,0.779222601
-9.550123486,-0.613240169,0.11657272,-0.44690708,0.045836624,0.733385978
-9.542088213,-0.632383403,0.153403581,-0.481284548,-0.103132403,1.042783187
-9.570573412,-0.632513092,0.143336657,-0.366692989,-0.045836624,0.985487408
-9.570575276,-0.670675659,0.124585823,-0.148969027,-0.080214091,0.767763445
-9.627732358,-0.680226283,0.162836975,-0.022918312,-0.19480565,0.515662016
-9.618523221,-0.680056472,0.115456342,-0.011459156,-0.275019742,0.847977537
-9.618352134,-0.699438285,0.094933724,0.126050715,-0.206264806,0.813600069
-9.600639395,-0.680022725,0.189114531,0.137509871,-0.343774677,0.435447924
-9.551337964,-0.708727766,0.203595465,0.286478898,-0.492743704,0.275019742
-9.59771317,-0.681284978,0.087902995,0.275019742,-0.481284548,0.275019742
-9.591246123,-0.679413623,0.123680948,0.217723962,-0.435447924,0.217723962
-9.568466911,-0.699243164,0.087953909,0.137509871,-0.469825392,0.412529612
-9.645379077,-0.697613821,0.094090064,0.171887339,-0.366692989,0.435447924
-9.602699887,-0.746443783,0.122843469,0.44690708,-0.389611301,0.286478898
-9.579840821,-0.711701276,0.143840596,0.011459156,-0.423988768,0.114591559
-9.588831196,-0.691481885,0.117742563,0.229183118,-0.355233833,0.206264806
-9.59887075,-0.660980142,0.086648493,0.022918312,-0.19480565,0.378152145
-9.59200787,-0.681561326,0.095981825,0.011459156,-0.171887339,0.263560586
-9.554314514,-0.625754688,0.091933238,0.045836624,-0.137509871,0.206264806
-9.54063653,-0.64700256,0.162054333,-0.091673247,-0.183346494,-0.011459156
-9.553145064,-0.663977293,0.100211112,0.240642274,-0.389611301,0.160428183
-9.514819258,-0.616771279,0.123002881,0.332315521,-0.618794419,-0.332315521
-9.531235607,-0.612593887,0.102237956,0.847977537,-0.847977537,-0.206264806
-9.5068968,-0.611314172,0.179552234,1.226129682,-0.916732472,-0.492743704
-9.514438336,-0.640615367,0.112732302,1.810546633,-0.905273316,-0.44690708
-9.600140654,-0.624009097,0.129916773,1.764710009,-0.802140913,-0.790681757
-9.612618876,-0.639879421,0.129937668,1.535526891,-0.710467666,-0.572957795
-9.589750098,-0.633557366,0.209885539,1.615740982,-0.802140913,-0.618794419
-9.606478208,-0.639901101,0.212414851,1.707414229,-1.100078967,-0.836518381
-9.60790056,-0.637546701,0.131760366,1.799087477,-1.65011845,-0.744845134
-9.620603627,-0.600977081,0.142662317,1.271966305,-2.211617089,-0.538580327
-9.588594186,-0.668717583,0.193890235,0.974028252,-2.440800207,-0.435447924
-9.646691949,-0.684580255,0.121533147,1.329262085,-2.245994557,-0.469825392
-9.651963647,-0.663894301,0.069608621,1.363639552,-2.40642274,-0.538580327
-9.639159929,-0.652222265,0.065128394,1.317802929,-1.8449241,-0.641712731
-9.617529664,-0.651889902,0.082674069,1.39801702,-1.684495918,-0.423988768
-9.567609026,-0.648818293,0.094154614,1.271966305,-1.478231111,-0.561498639
-9.564781294,-0.675692788,0.103757623,1.054242343,-1.329262085,-0.263560586
-9.589623647,-0.674996768,0.101802883,1.20321137,-1.294884617,-0.412529612
-9.576505519,-0.660279708,0.067113055,1.088619811,-1.535526891,-0.939650784
-9.629076132,-0.676248034,0.106033936,0.870895849,-1.14591559,-0.687549354
-9.615902185,-0.677102975,0.103638235,0.710467666,-0.905273316,-0.423988768
-9.61295065,-0.639734331,0.089494276,0.676090198,-0.985487408,-0.355233833
-9.556068444,-0.624722088,0.130452889,0.75630429,-0.847977537,-0.263560586
-9.543659972,-0.60785909,0.113203084,0.676090198,-0.928191628,-0.343774677
-9.567070752,-0.598203696,0.170202911,0.790681757,-0.905273316,-0.561498639
-9.577621014,-0.574095719,0.149050786,0.89381416,-0.847977537,-0.217723962
-9.591357074,-0.610644051,0.128200219,0.962569096,-1.191752214,-0.286478898
-9.621942692,-0.625118412,0.097495017,1.065701499,-1.283425461,-0.275019742
-9.571279536,-0.624690892,0.191892233,1.512608579,-1.122997278,0.080214091
-9.596490255,-0.602000656,0.156480781,1.352180397,-1.249047993,-0.332315521
-9.646271885,-0.590376002,0.159674917,1.054242343,-1.39801702,-0.343774677
