acc_is,acc_ml,acc_pa,gyr_is,gyr_ml,gyr_pa
-0.612777235,-9.590555009,-0.180944077,0.435447924,-1.352180397,-0.022918312
-0.594930197,-9.617780211,-0.192109132,0.389611301,-1.340721241,0.25210143
-0.584124776,-9.599582465,-0.172430076,-0.160428183,-1.042783187,0.206264806
-0.585604222,-9.634590725,-0.18294875,-0.275019742,-1.39801702,0.286478898
-0.554779829,-9.676546526,-0.127742877,-0.561498639,-1.191752214,1.29E-14
-0.618397483,-9.637822924,-0.112747017,-0.160428183,-1.226129682,0.423988768
-0.642109528,-9.674900506,-0.168205399,0.011459156,-1.638659294,-0.114591559
-0.633726981,-9.632844938,-0.207365742,-0.160428183,-1.890760724,-0.206264806
-0.621686285,-9.608616788,-0.247328347,-0.355233833,-1.856383256,0.148969027
-0.649802922,-9.617450792,-0.248471898,-0.263560586,-1.787628321,0.286478898
-0.643079443,-9.612645167,-0.274329489,-0.297938053,-1.466771956,0.045836624
-0.642223128,-9.557517087,-0.276047023,-0.217723962,-1.730332541,0.05729578
-0.632561651,-9.544344906,-0.179171508,-0.309397209,-2.257453713,0.171887339
-0.635011404,-9.629447539,-0.190367661,-0.492743704,-2.429341051,-0.05729578
-0.602618294,-9.631864526,-0.156167646,-0.492743704,-2.738738261,0.05729578
-0.648151016,-9.625706299,-0.185740087,-0.859436693,-2.566850922,0.423988768
-0.617954757,-9.639229482,-0.20455449,-0.75630429,-2.337667804,0.091673247
-0.634571132,-9.616664716,-0.265702771,-0.825059225,-2.647065014,-0.25210143
-0.660590391,-9.661945518,-0.219193659,-1.20321137,-2.658524169,-0.653171886
-0.648265695,-9.635340994,-0.230246194,-1.443853644,-2.463718519,-0.710467666
-0.613717328,-9.632753116,-0.254528004,-1.890760724,-2.303290336,-0.687549354
-0.638673674,-9.647578479,-0.205705596,-2.372045272,-2.303290336,-1.088619811
-0.619570268,-9.638489906,-0.22570436,-2.818952352,-2.841870664,-1.042783187
-0.615991874,-9.640342525,-0.207398311,-3.254400276,-2.750197417,-1.077160655
-0.653834048,-9.602988791,-0.211500951,-3.55233833,-2.200157933,-1.386557864
-0.665900838,-9.550300655,-0.251455414,-3.930490475,-1.822005789,-1.615740982
-0.631869359,-9.534679211,-0.272348359,-3.941949631,-1.512608579,-1.993893127
-0.610987303,-9.582019818,-0.293667451,-4.228428528,-1.329262085,-2.475177675
-0.62984536,-9.576187773,-0.23835975,-4.102377813,-2.223076245,-3.208563653
-0.622714079,-9.57660048,-0.320657998,-4.148214437,-2.303290336,-3.586715798
-0.645310825,-9.575463207,-0.265934679,-4.514907426,-2.34912696,-4.113836969
-0.647013939,-9.563670704,-0.258123761,-4.549284893,-2.326208648,-4.663876452
-0.691976995,-9.609946632,-0.301153757,-4.423234178,-2.257453713,-4.824304635
-0.661407368,-9.597017543,-0.322705149,-4.262805996,-2.142862154,-4.812845479
-0.632291876,-9.60973248,-0.32384978,-4.171132749,-2.589769234,-4.652417296
-0.61605201,-9.609457113,-0.396323509,-4.022163722,-2.85332982,-4.514907426
-0.575991992,-9.63755982,-0.379013372,-4.045082034,-3.265859432,-4.102377813
-0.551330339,-9.629697792,-0.387693554,-3.449205927,-3.334614368,-3.689848201
-0.536778577,-9.618067154,-0.396127996,-2.578310078,-3.174186185,-3.414828459
-0.548376842,-9.601458333,-0.415912019,-2.257453713,-2.887707287,-2.750197417
-0.554034171,-9.581614175,-0.434599088,-1.718873385,-2.681442481,-3.036676314
-0.478244956,-9.618067448,-0.384581234,-1.088619811,-3.093972094,-3.036676314
-0.440944687,-9.567965914,-0.392004068,-0.744845134,-2.887707287,-2.417881895
-0.422342278,-9.550542373,-0.386924941,0.034377468,-3.093972094,-2.372045272
-0.413185526,-9.542785606,-0.372070247,0.653171886,-3.013758002,-1.8449241
-0.391926766,-9.505732942,-0.363863102,0.802140913,-2.773115728,-1.730332541
-0.396016555,-9.509984498,-0.344678764,0.75630429,-2.532473454,-1.20321137
-0.384416622,-9.55217309,-0.316857703,1.306343773,-2.280372025,-0.492743704
-0.38609835,-9.62043313,-0.345991048,1.948056503,-1.993893127,0.091673247
-0.373669375,-9.635018932,-0.352310846,2.268912869,-2.039729751,0.664631042
-0.389600422,-9.668852445,-0.332508773,2.864788976,-2.062648062,0.572957795
-0.446026267,-9.663078867,-0.368920746,3.254400276,-2.280372025,0.847977537
-0.441613631,-9.635380627,-0.381948818,3.49504255,-2.429341051,0.916732472
-0.46021241,-9.656578467,-0.368808422,3.437746771,-2.727279105,0.985487408
-0.445773659,-9.647589172,-0.389316717,3.368991835,-2.738738261,0.847977537
-0.423041339,-9.631628596,-0.403412215,2.704360793,-2.887707287,1.065701499
-0.423078126,-9.623755482,-0.376431478,2.60122839,-2.922084755,1.134456434
-0.413342094,-9.644469592,-0.396173809,2.360586116,-2.704360793,1.409476176
-0.427096597,-9.617090666,-0.42704735,2.016811439,-2.532473454,1.489690267
-0.436489279,-9.602482694,-0.451033879,1.936597348,-2.394963584,1.214670526
-0.472516602,-9.627538807,-0.461291608,1.409476176,-2.245994557,1.14591559
-0.512872784,-9.592453636,-0.398576572,1.054242343,-2.257453713,1.226129682
-0.542797993,-9.606938886,-0.373206735,0.69900851,-2.738738261,1.352180397
-0.552991858,-9.628264354,-0.386662425,0.126050715,-2.784574884,1.329262085
-0.549658028,-9.644019999,-0.4058087,-1.62E-16,-2.647065014,0.916732472
-0.580506358,-9.63819129,-0.394559868,-0.171887339,-2.429341051,0.595876107
-0.591797668,-9.612356753,-0.384344126,-0.114591559,-2.314749492,0.974028252
-0.557677507,-9.650724251,-0.418727195,0.263560586,-2.383504428,0.69900851
-0.55472607,-9.600200986,-0.404098131,0.423988768,-2.314749492,1.329262085
-0.52591567,-9.579408887,-0.387048154,0.561498639,-2.09702553,1.546986047
-0.47965995,-9.632891437,-0.409742707,0.75630429,-1.948056503,1.615740982
-0.493132514,-9.593615238,-0.399828524,1.019864875,-1.936597348,1.638659294
-0.487086022,-9.60404111,-0.374509797,0.802140913,-2.34912696,1.764710009
-0.530211665,-9.598936477,-0.415731221,0.928191628,-2.521014299,1.959515659
-0.530408257,-9.518646532,-0.423565291,0.469825392,-2.245994557,2.245994557
-0.493157627,-9.506067463,-0.452321148,0.389611301,-2.142862154,2.005352283
-0.485213293,-9.509845883,-0.459417898,0.572957795,-2.268912869,1.993893127
-0.51447358,-9.509019096,-0.477247769,0.710467666,-1.925138192,2.074107218
-0.560567729,-9.543171139,-0.498875876,0.928191628,-1.558445203,2.200157933
-0.578139695,-9.609573165,-0.547394272,1.042783187,-1.673036762,1.833464944
-0.527953991,-9.66985846,-0.480859517,1.122997278,-1.512608579,1.352180397
-0.575762732,-9.639697223,-0.422474125,1.008405719,-1.409476176,1.524067735
-0.587792539,-9.640103161,-0.400349926,0.653171886,-1.329262085,1.420935332
-0.572087612,-9.607879371,-0.37564658,0.275019742,-1.615740982,1.20321137
-0.533137399,-9.563990706,-0.411317702,0.045836624,-1.134456434,1.822005789
-0.532136191,-9.564217611,-0.439761307,-0.240642274,-0.664631042,2.165780466
-0.500582914,-9.483030934,-0.480501059,-0.034377468,-0.366692989,2.09702553
-0.486270811,-9.482420066,-0.514280911,0.469825392,0.572957795,2.54393261
-0.494198468,-9.478657832,-0.548939347,0.687549354,1.294884617,2.624146702
-0.523229201,-9.491541992,-0.606580553,1.042783187,1.638659294,2.669983325
-0.540264364,-9.492441962,-0.652653218,1.569904359,2.15432131,2.933543911
-0.561323982,-9.53671508,-0.610783647,1.959515659,2.60122839,3.036676314
-0.55700562,-9.567383985,-0.493912899,2.326208648,2.635605858,2.876248132
-0.511644572,-9.647634984,-0.538181505,2.360586116,2.54393261,2.887707287
-0.505786138,-9.661195151,-0.520285416,2.750197417,2.521014299,2.761656573
-0.516097724,-9.672176171,-0.527445441,3.323155212,2.647065014,2.681442481
-0.541553202,-9.646655652,-0.481021872,3.621093265,2.864788976,2.54393261
-0.5095469,-9.670954826,-0.516626777,4.216969372,3.162727029,2.245994557
-0.551000134,-9.65676623,-0.47190387,4.721172232,3.231481965,2.039729751
-0.54285803,-9.604292344,-0.458009869,4.95035535,3.311696056,2.177239621
-0.538461482,-9.609969587,-0.449791149,5.328507495,3.529420018,2.223076245
-0.542640346,-9.59307147,-0.4497214,5.763955419,4.05654119,2.658524169
-0.50136379,-9.557914098,-0.437901429,6.325454058,4.549284893,3.071053782
-0.47603594,-9.563201197,-0.463592641,6.864034386,5.294130027,3.483583394
-0.455889731,-9.584314868,-0.507915006,7.689093611,6.165025876,4.05654119
-0.44197925,-9.611718024,-0.394941182,8.743335954,6.451504773,4.44615249
-0.460617465,-9.603570328,-0.412963624,10.40491356,5.741037107,4.434693334
-0.462450758,-9.542658567,-0.362983832,12.29567428,4.365938399,4.102377813
